N,P,K,ph,crop
132,20,20,7.02,cotton
76,54,58,6.87,maize
49,98,26,5.25,lentil
86,41,43,6.38,wheat
183,74,32,7.1,soybean
59,94,26,5.44,lentil
154,19,17,7.95,barley
28,67,19,5.61,millet
20,68,13,5.84,millet
117,34,33,5.32,rice
70,52,54,6.67,maize
161,69,69,6.29,sugarcane
213,95,55,5.31,chickpea
76,53,57,6.52,maize
95,47,45,6.37,wheat
125,23,24,7.21,cotton
158,18,16,7.98,barley
141,17,19,7.59,barley
170,68,65,6.34,sugarcane
193,77,38,7.13,soybean
109,39,36,5.5,rice
113,37,32,5.36,rice
219,95,50,5.49,chickpea
193,71,33,7.05,soybean
32,79,16,5.63,millet
208,99,56,5.26,chickpea
144,16,15,7.52,barley
81,49,42,6.12,wheat
211,97,59,5.26,chickpea
96,48,43,6.25,wheat
187,73,30,7.02,soybean
58,88,28,5.31,lentil
202,98,54,5.51,chickpea
96,49,48,6.4,wheat
219,95,51,5.3,chickpea
166,63,61,6.18,sugarcane
65,58,53,6.55,maize
34,69,13,5.96,millet
213,93,53,5.46,chickpea
55,88,27,5.14,lentil
63,59,54,6.57,maize
53,92,29,5.37,lentil
79,53,51,6.85,maize
213,95,57,5.58,chickpea
122,28,20,7.41,cotton
64,51,53,6.74,maize
83,49,44,6.4,wheat
72,52,50,6.72,maize
142,10,10,7.8,barley
214,97,59,5.54,chickpea
203,97,50,5.4,chickpea
152,16,19,7.6,barley
42,80,22,5.05,lentil
38,70,18,5.88,millet
208,90,59,5.58,chickpea
138,20,20,7.16,cotton
193,78,31,7.18,soybean
56,98,28,5.01,lentil
133,24,24,7.21,cotton
90,43,43,6.27,wheat
103,37,32,5.2,rice
157,11,14,7.63,barley
81,49,47,6.45,wheat
91,41,45,6.13,wheat
26,71,12,5.59,millet
204,92,58,5.35,chickpea
163,66,65,6.34,sugarcane
175,60,63,6.19,sugarcane
162,69,63,6.39,sugarcane
50,81,23,5.22,lentil
215,95,51,5.6,chickpea
89,48,42,6.07,wheat
46,94,22,5.21,lentil
109,36,30,5.33,rice
203,97,59,5.25,chickpea
22,79,10,5.57,millet
125,21,23,7.25,cotton
154,18,10,7.54,barley
157,14,11,7.56,barley
64,51,53,6.67,maize
165,64,60,6.26,sugarcane
123,21,22,7.08,cotton
82,45,47,6.43,wheat
155,18,15,7.83,barley
204,94,59,5.22,chickpea
176,68,69,6.23,sugarcane
112,31,38,5.04,rice
47,92,20,5.14,lentil
216,95,53,5.37,chickpea
160,65,61,6.04,sugarcane
191,77,32,6.89,soybean
58,90,24,5.03,lentil
88,48,46,6.03,wheat
171,68,64,6.22,sugarcane
203,91,50,5.27,chickpea
167,65,62,6.07,sugarcane
193,75,39,7.01,soybean
175,60,68,6.34,sugarcane
183,72,30,6.93,soybean
34,61,17,5.56,millet
206,96,50,5.46,chickpea
181,78,31,6.86,soybean
178,66,64,6.31,sugarcane
207,96,57,5.53,chickpea
100,37,36,5.22,rice
122,24,29,7.13,cotton
183,70,37,7.0,soybean
195,73,37,7.02,soybean
102,33,39,5.26,rice
200,91,55,5.3,chickpea
100,37,30,5.3,rice
27,76,12,5.82,millet
206,99,53,5.52,chickpea
121,21,24,7.13,cotton
103,36,31,5.2,rice
31,63,18,5.72,millet
209,94,50,5.27,chickpea
206,90,50,5.2,chickpea
137,22,26,7.16,cotton
141,19,14,7.89,barley
45,99,20,5.32,lentil
57,92,24,5.33,lentil
107,34,30,5.48,rice
174,63,61,6.29,sugarcane
214,92,58,5.43,chickpea
216,93,55,5.21,chickpea
180,79,37,6.93,soybean
98,40,47,6.31,wheat
65,52,59,6.96,maize
113,33,33,5.39,rice
128,27,29,7.39,cotton
113,31,35,5.21,rice
168,62,61,6.29,sugarcane
150,12,17,7.9,barley
176,61,65,6.26,sugarcane
70,59,50,6.76,maize
73,54,59,6.89,maize
166,63,67,6.29,sugarcane
95,48,40,6.1,wheat
197,75,32,7.1,soybean
31,61,16,5.53,millet
141,17,15,7.87,barley
186,78,38,7.14,soybean
128,26,28,7.22,cotton
57,80,25,5.32,lentil
213,92,59,5.57,chickpea
188,79,37,6.95,soybean
205,90,58,5.48,chickpea
201,97,55,5.29,chickpea
117,39,38,5.29,rice
133,29,27,7.05,cotton
75,58,56,6.7,maize
140,18,14,7.66,barley
134,27,28,7.47,cotton
104,34,34,5.38,rice
47,92,20,5.21,lentil
118,39,31,5.07,rice
153,12,12,7.84,barley
161,67,61,6.09,sugarcane
85,42,49,6.49,wheat
121,28,20,7.4,cotton
110,32,38,5.23,rice
35,73,13,5.99,millet
146,17,18,7.64,barley
76,51,58,6.59,maize
180,71,31,6.94,soybean
152,14,16,7.59,barley
74,56,50,6.8,maize
132,27,21,7.02,cotton
184,75,31,6.86,soybean
197,73,33,6.91,soybean
198,79,39,6.8,soybean
166,64,66,6.25,sugarcane
56,88,22,5.18,lentil
168,64,66,6.33,sugarcane
65,50,59,6.87,maize
58,91,28,5.26,lentil
164,64,60,6.06,sugarcane
45,86,29,5.46,lentil
160,63,61,6.26,sugarcane
142,12,11,7.76,barley
54,90,28,5.47,lentil
101,31,35,5.16,rice
56,87,21,5.36,lentil
29,62,15,5.79,millet
147,16,13,7.97,barley
107,38,33,5.34,rice
79,57,50,6.87,maize
100,37,34,5.34,rice
208,94,52,5.39,chickpea
132,24,25,7.44,cotton
75,59,53,6.91,maize
162,65,60,6.04,sugarcane
151,15,12,7.63,barley
52,80,28,5.31,lentil
200,97,54,5.24,chickpea
125,23,24,7.16,cotton
40,82,20,5.29,lentil
48,92,29,5.08,lentil
24,77,19,5.8,millet
213,99,56,5.4,chickpea
135,28,29,7.09,cotton
98,45,43,6.43,wheat
53,98,26,5.28,lentil
75,53,50,6.96,maize
95,47,42,6.27,wheat
207,96,54,5.46,chickpea
27,67,15,5.55,millet
187,76,37,7.11,soybean
213,90,56,5.53,chickpea
198,79,37,7.08,soybean
161,60,68,6.4,sugarcane
210,97,57,5.45,chickpea
131,22,28,7.27,cotton
29,64,19,5.84,millet
168,67,67,6.13,sugarcane
205,92,53,5.45,chickpea
63,54,58,6.55,maize
156,17,19,7.65,barley
188,75,31,6.91,soybean
130,20,26,7.43,cotton
34,65,10,6.0,millet
114,33,38,5.22,rice
205,96,57,5.54,chickpea
46,81,23,5.44,lentil
184,77,37,6.8,soybean
161,66,69,6.21,sugarcane
145,11,17,7.7,barley
156,19,12,7.84,barley
195,73,35,7.08,soybean
175,65,62,6.1,sugarcane
45,95,20,5.2,lentil
93,41,44,6.29,wheat
125,25,25,7.38,cotton
163,63,62,6.12,sugarcane
122,23,21,7.15,cotton
80,42,45,6.07,wheat
133,25,26,7.27,cotton
65,57,50,6.54,maize
59,80,26,5.02,lentil
49,92,23,5.39,lentil
198,71,34,7.04,soybean
53,87,23,5.04,lentil
67,57,54,6.59,maize
200,97,55,5.47,chickpea
150,15,12,7.83,barley
34,60,16,5.8,millet
59,90,25,5.37,lentil
147,17,15,7.78,barley
77,59,56,6.89,maize
52,87,20,5.23,lentil
191,70,36,7.09,soybean
204,93,57,5.35,chickpea
107,35,33,5.45,rice
147,13,10,7.88,barley
170,69,69,6.25,sugarcane
161,62,66,6.33,sugarcane
167,61,68,6.22,sugarcane
160,67,66,6.06,sugarcane
190,70,38,7.03,soybean
149,16,15,7.51,barley
95,48,48,6.42,wheat
36,64,17,5.6,millet
160,67,64,6.08,sugarcane
167,67,64,6.29,sugarcane
110,35,35,5.49,rice
134,27,22,7.18,cotton
175,64,68,6.1,sugarcane
154,13,14,7.93,barley
113,36,38,5.36,rice
146,16,11,7.95,barley
174,62,60,6.35,sugarcane
68,54,53,6.95,maize
84,48,41,6.2,wheat
77,55,57,6.92,maize
80,42,43,6.43,wheat
172,64,67,6.05,sugarcane
49,92,22,5.11,lentil
170,63,67,6.02,sugarcane
34,77,14,5.84,millet
99,46,46,6.49,wheat
45,85,20,5.13,lentil
64,56,51,6.76,maize
107,36,38,5.36,rice
116,32,35,5.04,rice
155,14,12,7.8,barley
154,14,16,7.51,barley
65,57,59,6.74,maize
95,41,44,6.41,wheat
59,97,28,5.47,lentil
75,52,50,6.54,maize
209,98,56,5.52,chickpea
206,90,59,5.56,chickpea
28,67,14,5.7,millet
60,57,56,6.84,maize
176,61,63,6.33,sugarcane
188,73,36,7.03,soybean
63,55,52,6.75,maize
155,18,15,7.62,barley
102,38,32,5.48,rice
97,45,47,6.08,wheat
76,57,53,6.97,maize
168,69,64,6.21,sugarcane
75,57,58,6.76,maize
83,46,49,6.28,wheat
68,58,54,6.96,maize
122,21,28,7.05,cotton
91,40,41,6.23,wheat
155,14,12,7.77,barley
25,70,18,5.66,millet
195,78,33,6.85,soybean
107,38,38,5.19,rice
219,98,51,5.35,chickpea
44,92,24,5.17,lentil
46,83,26,5.2,lentil
106,36,31,5.45,rice
216,93,51,5.42,chickpea
123,20,21,7.44,cotton
146,10,18,7.71,barley
154,18,11,7.81,barley
82,41,42,6.1,wheat
149,18,15,7.54,barley
176,61,62,6.35,sugarcane
112,32,37,5.27,rice
39,69,18,5.7,millet
144,18,18,7.68,barley
61,56,53,6.66,maize
61,57,55,6.55,maize
54,98,27,5.13,lentil
214,94,56,5.57,chickpea
193,76,36,7.14,soybean
151,14,16,7.63,barley
208,91,59,5.35,chickpea
79,56,56,6.61,maize
206,96,50,5.4,chickpea
67,57,52,6.51,maize
92,41,46,6.49,wheat
139,26,26,7.44,cotton
187,73,39,6.81,soybean
204,90,52,5.36,chickpea
53,87,27,5.47,lentil
152,19,14,7.98,barley
193,73,35,6.9,soybean
173,69,62,6.09,sugarcane
187,74,39,6.93,soybean
62,52,52,6.87,maize
114,30,32,5.39,rice
85,45,41,6.47,wheat
149,19,15,7.83,barley
115,38,36,5.05,rice
70,56,59,6.98,maize
186,73,32,6.92,soybean
197,79,37,6.9,soybean
94,41,43,6.37,wheat
92,41,47,6.47,wheat
144,17,13,7.79,barley
52,88,21,5.34,lentil
209,95,51,5.44,chickpea
135,24,23,7.11,cotton
76,56,59,6.72,maize
127,27,27,7.12,cotton
194,71,39,7.13,soybean
187,74,30,7.04,soybean
76,50,57,6.57,maize
103,32,33,5.06,rice
125,24,21,7.06,cotton
207,99,51,5.57,chickpea
102,34,32,5.31,rice
205,99,55,5.57,chickpea
95,45,47,6.11,wheat
117,32,30,5.13,rice
152,16,15,7.7,barley
151,18,10,7.78,barley
193,73,38,6.92,soybean
189,71,35,7.04,soybean
88,43,40,6.06,wheat
34,69,16,6.0,millet
79,53,57,6.57,maize
217,93,57,5.55,chickpea
125,25,23,7.22,cotton
218,98,50,5.23,chickpea
120,28,21,7.08,cotton
86,46,46,6.39,wheat
90,41,40,6.45,wheat
90,49,40,6.02,wheat
213,92,59,5.48,chickpea
45,85,29,5.08,lentil
69,57,58,6.7,maize
140,19,18,7.57,barley
85,41,47,6.47,wheat
167,65,63,6.26,sugarcane
76,59,55,6.56,maize
115,38,33,5.26,rice
141,16,17,7.94,barley
161,65,63,6.23,sugarcane
171,60,61,6.11,sugarcane
100,33,32,5.2,rice
65,55,56,6.56,maize
22,73,18,5.57,millet
59,81,23,5.1,lentil
137,27,26,7.37,cotton
22,67,10,5.94,millet
158,12,17,7.54,barley
84,49,45,6.31,wheat
211,92,54,5.42,chickpea
107,30,36,5.27,rice
26,64,18,5.82,millet
57,92,23,5.07,lentil
153,10,11,7.79,barley
185,75,34,7.18,soybean
143,15,16,7.87,barley
188,77,31,7.09,soybean
26,61,14,5.9,millet
178,60,64,6.11,sugarcane
107,37,30,5.02,rice
101,37,35,5.3,rice
161,64,61,6.3,sugarcane
155,17,13,7.55,barley
114,39,39,5.29,rice
55,84,22,5.27,lentil
55,88,22,5.48,lentil
75,52,59,6.61,maize
89,47,47,6.31,wheat
146,14,16,7.6,barley
204,96,53,5.58,chickpea
37,62,18,5.96,millet
29,68,17,5.63,millet
112,30,31,5.33,rice
69,51,57,6.75,maize
98,42,45,6.06,wheat
194,75,39,7.14,soybean
106,33,38,5.19,rice
98,49,47,6.49,wheat
191,77,31,6.97,soybean
109,37,35,5.11,rice
41,86,22,5.11,lentil
96,48,46,6.21,wheat
164,64,60,6.3,sugarcane
219,91,56,5.39,chickpea
68,59,52,6.98,maize
47,85,25,5.1,lentil
206,94,55,5.39,chickpea
38,60,18,5.84,millet
217,91,54,5.56,chickpea
138,27,23,7.11,cotton
151,16,19,7.76,barley
58,86,21,5.4,lentil
196,70,38,6.94,soybean
26,74,15,5.62,millet
215,99,54,5.29,chickpea
70,51,51,6.9,maize
45,88,23,5.34,lentil
190,73,35,7.0,soybean
76,58,51,6.55,maize
62,54,52,6.83,maize
80,44,46,6.49,wheat
149,15,19,7.65,barley
65,54,50,6.6,maize
162,63,64,6.37,sugarcane
101,35,35,5.42,rice
185,78,38,7.14,soybean
30,79,11,5.73,millet
128,26,28,7.2,cotton
62,59,53,6.64,maize
135,26,27,7.44,cotton
59,87,27,5.41,lentil
146,18,12,7.76,barley
215,92,55,5.5,chickpea
205,99,52,5.33,chickpea
41,88,27,5.21,lentil
59,87,26,5.01,lentil
21,76,15,5.52,millet
201,91,50,5.44,chickpea
202,99,58,5.47,chickpea
148,16,13,7.83,barley
174,65,66,6.31,sugarcane
66,59,56,6.66,maize
43,93,27,5.23,lentil
68,55,59,6.8,maize
158,17,11,7.62,barley
218,99,50,5.29,chickpea
122,20,29,7.34,cotton
56,87,28,5.04,lentil
172,62,65,6.09,sugarcane
57,96,28,5.41,lentil
175,67,66,6.16,sugarcane
166,66,63,6.06,sugarcane
140,14,15,7.7,barley
69,55,50,6.69,maize
157,19,19,7.5,barley
106,36,36,5.42,rice
132,25,26,7.13,cotton
117,36,32,5.41,rice
150,11,15,7.59,barley
207,96,59,5.4,chickpea
190,77,32,6.92,soybean
192,76,38,6.84,soybean
171,65,65,6.3,sugarcane
163,65,61,6.11,sugarcane
203,97,58,5.3,chickpea
101,36,32,5.4,rice
159,14,10,7.65,barley
78,52,56,6.77,maize
143,12,15,7.87,barley
190,72,37,7.11,soybean
135,23,29,7.25,cotton
34,78,19,5.67,millet
168,66,67,6.03,sugarcane
132,29,29,7.09,cotton
52,84,27,5.18,lentil
31,69,12,5.61,millet
137,28,29,7.19,cotton
204,99,58,5.28,chickpea
74,52,54,6.55,maize
114,33,31,5.11,rice
141,15,15,7.84,barley
73,59,54,6.67,maize
188,74,38,6.87,soybean
195,79,31,6.98,soybean
69,57,50,6.63,maize
22,70,18,5.86,millet
124,27,20,7.09,cotton
57,82,29,5.42,lentil
140,14,18,7.76,barley
204,99,58,5.5,chickpea
99,48,41,6.09,wheat
197,78,35,7.07,soybean
123,26,20,7.31,cotton
56,95,21,5.28,lentil
87,49,40,6.3,wheat
151,14,19,7.87,barley
107,32,31,5.0,rice
129,24,21,7.03,cotton
130,22,27,7.05,cotton
209,98,58,5.28,chickpea
85,49,41,6.35,wheat
22,76,12,5.83,millet
114,32,39,5.0,rice
80,43,49,6.47,wheat
152,11,19,7.8,barley
216,99,58,5.38,chickpea
138,21,22,7.12,cotton
173,68,67,6.1,sugarcane
105,34,35,5.43,rice
139,29,25,7.32,cotton
142,10,14,7.88,barley
51,98,25,5.15,lentil
119,32,36,5.24,rice
79,52,59,6.66,maize
133,23,22,7.29,cotton
152,19,19,7.8,barley
121,27,20,7.09,cotton
169,64,60,6.01,sugarcane
159,18,18,7.64,barley
155,13,13,7.76,barley
147,14,12,7.57,barley
130,26,26,7.48,cotton
23,70,19,5.99,millet
39,63,19,5.7,millet
96,48,47,6.19,wheat
75,58,56,6.79,maize
82,42,44,6.36,wheat
121,22,28,7.35,cotton
102,35,34,5.47,rice
97,43,46,6.07,wheat
201,90,52,5.38,chickpea
51,95,26,5.22,lentil
169,60,66,6.16,sugarcane
154,14,13,7.5,barley
144,14,13,7.82,barley
47,99,29,5.38,lentil
96,49,44,6.37,wheat
90,48,41,6.32,wheat
33,64,13,5.52,millet
190,78,39,7.08,soybean
78,57,57,6.8,maize
83,46,43,6.16,wheat
97,40,44,6.41,wheat
149,15,10,7.52,barley
49,91,29,5.05,lentil
24,66,16,5.85,millet
84,42,40,6.12,wheat
61,57,58,6.74,maize
66,53,57,6.7,maize
88,44,44,6.1,wheat
67,56,52,6.89,maize
166,60,66,6.23,sugarcane
209,94,58,5.34,chickpea
90,41,48,6.16,wheat
110,38,38,5.11,rice
95,47,42,6.41,wheat
137,24,26,7.05,cotton
153,10,10,7.81,barley
201,95,57,5.56,chickpea
195,76,39,7.13,soybean
148,13,10,7.9,barley
110,39,38,5.2,rice
83,40,47,6.17,wheat
135,26,29,7.12,cotton
59,83,29,5.41,lentil
211,98,51,5.53,chickpea
152,13,18,7.72,barley
149,15,11,7.77,barley
199,74,32,6.84,soybean
109,36,30,5.48,rice
120,26,27,7.24,cotton
190,72,33,6.91,soybean
84,49,43,6.25,wheat
99,42,40,6.16,wheat
138,29,22,7.05,cotton
75,50,52,6.65,maize
24,79,18,5.59,millet
78,54,59,6.82,maize
95,43,42,6.44,wheat
81,45,46,6.3,wheat
22,66,18,5.61,millet
99,41,46,6.19,wheat
151,12,11,7.92,barley
92,46,49,6.38,wheat
47,89,25,5.23,lentil
199,79,37,6.96,soybean
81,45,47,6.22,wheat
25,79,13,5.72,millet
107,36,34,5.01,rice
138,27,21,7.36,cotton
58,85,24,5.31,lentil
135,21,23,7.23,cotton
141,14,16,7.63,barley
54,87,25,5.13,lentil
85,40,46,6.28,wheat
80,44,49,6.4,wheat
127,28,27,7.26,cotton
104,38,34,5.09,rice
145,18,13,7.58,barley
192,76,30,6.98,soybean
157,15,18,8.0,barley
187,76,36,6.9,soybean
134,20,24,7.4,cotton
125,27,20,7.41,cotton
188,75,35,6.98,soybean
187,78,33,7.1,soybean
210,97,52,5.53,chickpea
45,93,21,5.46,lentil
139,24,23,7.28,cotton
155,17,19,7.93,barley
121,24,23,7.05,cotton
69,55,58,6.6,maize
43,87,28,5.41,lentil
68,54,56,6.62,maize
213,98,58,5.29,chickpea
166,62,64,6.14,sugarcane
69,51,58,6.83,maize
49,94,25,5.4,lentil
125,21,20,7.24,cotton
173,65,63,6.23,sugarcane
91,40,40,6.43,wheat
47,85,25,5.37,lentil
52,96,22,5.3,lentil
184,70,36,7.1,soybean
197,79,36,6.94,soybean
164,66,60,6.39,sugarcane
168,66,65,6.37,sugarcane
56,93,22,5.22,lentil
82,46,41,6.1,wheat
41,89,26,5.15,lentil
152,15,15,7.84,barley
104,37,39,5.39,rice
188,71,33,6.97,soybean
103,39,34,5.38,rice
170,69,65,6.17,sugarcane
36,67,17,5.65,millet
68,53,59,6.58,maize
165,64,67,6.37,sugarcane
159,14,16,7.57,barley
140,12,18,7.7,barley
61,58,59,6.77,maize
216,94,56,5.2,chickpea
78,56,52,6.86,maize
66,55,58,6.7,maize
159,19,19,7.94,barley
147,10,11,7.59,barley
26,70,14,5.53,millet
95,40,48,6.27,wheat
107,37,32,5.27,rice
217,94,59,5.26,chickpea
209,99,53,5.49,chickpea
195,77,33,7.06,soybean
69,54,56,6.61,maize
175,63,60,6.39,sugarcane
29,64,14,5.57,millet
194,73,33,7.01,soybean
33,74,11,5.8,millet
112,33,35,5.37,rice
99,49,49,6.25,wheat
124,27,22,7.4,cotton
97,46,44,6.5,wheat
175,61,62,6.01,sugarcane
39,71,14,5.6,millet
105,37,38,5.3,rice
99,46,47,6.14,wheat
64,57,52,6.84,maize
78,58,55,6.82,maize
129,28,23,7.48,cotton
184,73,33,6.97,soybean
36,75,13,5.69,millet
53,95,26,5.11,lentil
199,71,37,6.98,soybean
26,71,17,5.94,millet
203,90,52,5.39,chickpea
94,42,42,6.04,wheat
192,79,34,6.99,soybean
79,59,57,6.67,maize
139,28,27,7.21,cotton
42,93,29,5.34,lentil
202,99,53,5.34,chickpea
132,24,28,7.32,cotton
141,15,10,7.65,barley
102,30,37,5.36,rice
133,27,28,7.19,cotton
78,53,56,6.67,maize
171,63,66,6.07,sugarcane
206,97,54,5.38,chickpea
111,35,34,5.04,rice
213,95,59,5.6,chickpea
118,39,33,5.43,rice
77,54,55,6.78,maize
113,37,31,5.37,rice
168,65,68,6.01,sugarcane
44,82,25,5.2,lentil
92,42,46,6.4,wheat
22,74,16,5.97,millet
170,63,69,6.28,sugarcane
89,41,48,6.29,wheat
52,96,20,5.0,lentil
214,92,55,5.38,chickpea
47,99,26,5.04,lentil
192,78,36,7.07,soybean
182,71,34,6.86,soybean
103,32,33,5.25,rice
53,91,27,5.05,lentil
40,94,29,5.5,lentil
213,98,54,5.35,chickpea
94,41,46,6.44,wheat
112,31,31,5.07,rice
33,79,16,5.66,millet
190,70,35,7.12,soybean
152,11,19,7.6,barley
32,66,12,5.95,millet
136,26,25,7.29,cotton
49,86,26,5.43,lentil
70,59,57,6.71,maize
145,19,17,7.68,barley
70,51,54,6.7,maize
24,70,10,5.7,millet
27,61,11,5.58,millet
161,61,68,6.18,sugarcane
77,53,52,6.62,maize
133,21,28,7.13,cotton
133,28,25,7.04,cotton
155,12,14,7.76,barley
115,32,33,5.01,rice
42,91,27,5.32,lentil
102,35,36,5.33,rice
89,45,49,6.41,wheat
125,22,22,7.32,cotton
127,24,25,7.17,cotton
127,28,24,7.14,cotton
105,34,34,5.39,rice
20,68,13,5.56,millet
66,55,55,6.71,maize
50,91,25,5.26,lentil
28,75,11,5.89,millet
102,32,31,5.08,rice
97,41,48,6.18,wheat
73,59,58,6.72,maize
107,36,33,5.37,rice
134,22,27,7.01,cotton
55,95,23,5.37,lentil
81,42,49,6.0,wheat
212,95,54,5.56,chickpea
171,68,60,6.33,sugarcane
214,93,56,5.32,chickpea
172,64,66,6.21,sugarcane
131,29,29,7.3,cotton
196,70,32,6.84,soybean
63,51,54,6.56,maize
90,40,42,6.2,wheat
178,68,63,6.26,sugarcane
120,28,25,7.04,cotton
134,24,21,7.14,cotton
204,90,52,5.5,chickpea
35,78,17,5.87,millet
144,11,12,7.82,barley
114,38,36,5.27,rice
85,47,41,6.47,wheat
141,12,15,7.89,barley
164,63,60,6.16,sugarcane
78,58,53,6.76,maize
194,71,35,7.1,soybean
183,78,36,7.14,soybean
46,84,24,5.16,lentil
215,95,50,5.23,chickpea
65,59,55,6.92,maize
89,43,44,6.26,wheat
157,17,18,7.57,barley
179,63,69,6.15,sugarcane
73,57,56,6.71,maize
161,66,66,6.35,sugarcane
143,18,15,7.99,barley
187,70,31,7.1,soybean
218,93,53,5.21,chickpea
51,80,23,5.24,lentil
152,17,16,7.65,barley
165,67,65,6.21,sugarcane
130,23,23,7.05,cotton
218,92,56,5.37,chickpea
128,27,29,7.41,cotton
135,25,21,7.44,cotton
96,40,49,6.48,wheat
217,91,57,5.56,chickpea
69,56,54,6.9,maize
121,28,28,7.23,cotton
97,47,40,6.42,wheat
171,62,60,6.04,sugarcane
115,36,32,5.08,rice
173,63,64,6.33,sugarcane
211,93,52,5.44,chickpea
66,58,55,6.76,maize
33,77,15,5.66,millet
37,60,16,5.65,millet
107,38,36,5.36,rice
158,19,19,7.66,barley
118,32,39,5.41,rice
173,61,61,6.14,sugarcane
156,15,16,7.55,barley
105,38,30,5.35,rice
216,92,56,5.33,chickpea
83,40,44,6.49,wheat
118,36,39,5.22,rice
192,77,31,7.04,soybean
212,95,56,5.48,chickpea
151,18,18,7.98,barley
212,95,52,5.45,chickpea
193,71,35,7.01,soybean
200,93,55,5.54,chickpea
28,61,12,5.85,millet
201,95,59,5.43,chickpea
166,67,64,6.09,sugarcane
58,88,23,5.03,lentil
29,68,16,5.57,millet
64,53,58,6.85,maize
50,86,27,5.4,lentil
148,15,14,7.83,barley
36,78,19,5.55,millet
83,44,43,6.35,wheat
197,76,38,7.15,soybean
89,45,48,6.45,wheat
154,13,14,7.54,barley
201,95,54,5.46,chickpea
201,93,58,5.6,chickpea
57,93,24,5.38,lentil
33,75,17,5.64,millet
152,11,11,7.71,barley
75,52,53,6.94,maize
83,48,46,6.05,wheat
157,17,17,7.52,barley
83,45,43,6.08,wheat
102,31,37,5.33,rice
48,99,23,5.41,lentil
134,28,25,7.36,cotton
71,52,58,6.7,maize
22,66,18,5.88,millet
176,61,63,6.09,sugarcane
114,39,36,5.5,rice
190,75,36,6.85,soybean
102,38,32,5.49,rice
46,97,20,5.17,lentil
151,10,12,7.59,barley
74,52,54,6.77,maize
109,32,36,5.24,rice
146,10,17,7.58,barley
204,90,51,5.32,chickpea
73,53,59,6.89,maize
196,79,37,6.92,soybean
166,69,63,6.09,sugarcane
164,63,61,6.17,sugarcane
41,97,28,5.2,lentil
126,20,25,7.36,cotton
174,64,64,6.13,sugarcane
139,25,20,7.25,cotton
40,84,20,5.48,lentil
111,39,38,5.47,rice
127,20,22,7.13,cotton
74,51,50,6.58,maize
125,27,25,7.46,cotton
212,97,59,5.53,chickpea
158,17,18,7.58,barley
32,73,16,5.7,millet
107,32,32,5.49,rice
81,48,41,6.08,wheat
212,99,56,5.43,chickpea
24,64,16,5.79,millet
168,69,67,6.37,sugarcane
204,94,51,5.55,chickpea
171,65,68,6.28,sugarcane
140,12,19,7.77,barley
108,37,34,5.14,rice
106,38,34,5.16,rice
206,95,59,5.27,chickpea
156,11,11,7.69,barley
218,98,54,5.34,chickpea
133,22,24,7.02,cotton
80,41,47,6.38,wheat
76,56,55,6.82,maize
103,30,30,5.47,rice
95,42,47,6.16,wheat
218,96,50,5.34,chickpea
150,11,19,7.56,barley
203,93,57,5.34,chickpea
80,44,49,6.12,wheat
138,25,26,7.22,cotton
126,22,23,7.5,cotton
145,15,10,7.61,barley
121,22,25,7.08,cotton
54,91,29,5.29,lentil
84,49,46,6.09,wheat
91,41,49,6.22,wheat
84,41,49,6.34,wheat
206,93,55,5.45,chickpea
131,23,23,7.24,cotton
51,82,28,5.45,lentil
162,61,65,6.19,sugarcane
113,35,35,5.2,rice
111,36,30,5.21,rice
156,10,16,7.95,barley
94,49,42,6.46,wheat
65,59,57,6.78,maize
172,63,63,6.01,sugarcane
202,95,57,5.47,chickpea
150,15,16,7.88,barley
37,76,19,5.85,millet
44,84,23,5.38,lentil
111,34,36,5.04,rice
212,97,55,5.35,chickpea
93,45,43,6.06,wheat
62,59,51,6.82,maize
68,56,52,6.5,maize
164,60,67,6.38,sugarcane
110,32,30,5.19,rice
143,13,17,7.9,barley
106,37,31,5.17,rice
162,69,68,6.26,sugarcane
157,18,13,7.66,barley
75,52,59,6.9,maize
79,52,51,6.91,maize
181,75,35,6.82,soybean
97,41,45,6.44,wheat
27,71,13,5.62,millet
134,25,23,7.27,cotton
116,36,34,5.35,rice
61,55,50,6.77,maize
203,91,55,5.31,chickpea
91,46,47,6.37,wheat
210,97,58,5.22,chickpea
50,81,22,5.08,lentil
97,40,42,6.27,wheat
79,58,51,6.79,maize
218,93,52,5.3,chickpea
161,60,65,6.04,sugarcane
209,95,57,5.42,chickpea
62,51,57,6.91,maize
152,19,18,7.76,barley
66,57,57,6.51,maize
92,40,46,6.4,wheat
170,69,67,6.23,sugarcane
183,79,31,6.81,soybean
58,83,28,5.39,lentil
98,44,46,6.41,wheat
85,45,44,6.15,wheat
121,26,23,7.2,cotton
102,37,39,5.38,rice
155,19,11,7.84,barley
141,15,14,7.5,barley
144,19,11,7.63,barley
137,29,25,7.2,cotton
193,76,38,6.87,soybean
195,71,35,6.93,soybean
150,10,17,7.87,barley
39,72,10,5.59,millet
61,52,56,6.77,maize
42,85,22,5.08,lentil
102,38,36,5.16,rice
78,58,56,6.75,maize
196,75,38,6.98,soybean
145,13,10,7.59,barley
164,63,60,6.04,sugarcane
100,39,37,5.0,rice
23,71,15,5.68,millet
213,96,56,5.32,chickpea
73,50,50,6.85,maize
92,43,49,6.37,wheat
205,93,53,5.44,chickpea
168,62,60,6.31,sugarcane
216,91,57,5.36,chickpea
184,73,35,7.04,soybean
